Instance;Source;Prim-DFS;Prim-BFS;Kruskal-DFS;Kruskal-BFS;Optimal;;Instance;Source;Prim-DFS;Prim-BFS;Kruskal-DFS;Kruskal-BFS;Optimal
gr120;89;10967;27762;9956;21114;6942;;;;;;;;
gr120;90;12008;29354;9754;25943;6942;;;;;;;;
gr120;91;12228;25581;9966;21471;6942;;;;;;;;
gr120;92;10446;26429;9782;20751;6942;;;;;;;;
gr120;93;13407;27650;9821;20306;6942;;;;;;;;
gr120;94;12635;27495;9778;21312;6942;;;;;;;;
gr120;95;11953;27402;9791;33060;6942;;;;;;;;
gr120;96;11431;30036;9899;28622;6942;;;;;;;;
gr120;97;12187;26286;9966;30341;6942;;;;;;;;
gr120;98;11538;30663;9853;20615;6942;;;;;;;;
gr120;99;12038;23265;9966;21571;6942;;;;;;;;
gr120;100;11132;28205;9611;24139;6942;;;;;;;;
gr120;101;12299;31350;9849;22751;6942;;;;;;;;
gr120;102;11482;27751;9660;34994;6942;;;;;;;;
gr120;103;11340;23978;9899;21390;6942;;;;;;;;
gr120;104;11698;29264;9953;27256;6942;;;;;;;;
gr120;105;11138;25513;9780;21296;6942;;;;;;;;
gr120;106;12394;27171;9930;20275;6942;;;;;;;;
gr120;107;11226;26926;9794;22654;6942;;;;;;;;
gr120;108;10960;28283;9670;26827;6942;;;;;;;;
gr120;109;11879;28770;9821;21384;6942;;;;;;;;
gr120;110;12160;24711;9863;21182;6942;;;;;;;;
gr120;111;11137;27373;10001;25834;6942;;;;;;;;
gr120;112;12909;29771;9945;24202;6942;;;;;;;;
gr120;113;12343;29833;9849;26087;6942;;;;;;;;
gr120;114;11688;28428;9973;25976;6942;;;;;;;;
gr120;115;10994;30249;9865;24182;6942;;;;;;;;
gr120;116;11552;26684;9923;21279;6942;;;;;;;;
gr120;117;11744;27208;9938;25341;6942;;;;;;;;
gr120;118;12797;27020;9803;34813;6942;;;;;;;;
gr120;119;11720;26901;9939;34703;6942;;;;;;;;
gr17;0;2388;3233;2419;3465;2085;;;;;;;;
gr17;1;2224;4804;2419;4080;2085;;;;;;;;
gr17;2;2500;4119;2518;2590;2085;;;;;;;;
gr17;3;3035;4284;2428;2433;2085;;;;;;;;
gr17;4;2464;5236;2518;4598;2085;;;;;;;;
gr17;5;2836;4412;2428;4137;2085;;;;;;;;
gr17;6;2318;4280;2472;4736;2085;;;;;;;;
gr17;7;2393;5019;2415;4698;2085;;;;;;;;
gr17;8;2999;4353;2300;2955;2085;;;;;;;;
gr17;9;2445;4889;2518;4674;2085;;;;;;;;
gr17;10;2460;4747;2478;3679;2085;;;;;;;;
gr17;11;2412;4558;2491;3708;2085;;;;;;;;
gr17;12;2340;4668;2340;2963;2085;;;;;;;;
gr17;13;2405;4070;2480;2586;2085;;;;;;;;
gr17;14;2479;4296;2340;2433;2085;;;;;;;;
gr17;15;3236;4486;2300;3670;2085;;;;;;;;
gr17;16;2421;4343;2340;2650;2085;;;;;;;;
gr21;0;4661;6188;3664;6132;2707;;;;;;;;
gr21;1;4761;6506;3698;5218;2707;;;;;;;;
gr21;2;3669;5941;3719;5276;2707;;;;;;;;
gr21;3;3849;6666;3804;5875;2707;;;;;;;;
gr21;4;4647;6427;3859;4905;2707;;;;;;;;
gr21;5;4756;7799;3682;6665;2707;;;;;;;;
gr21;6;3829;7685;3802;5977;2707;;;;;;;;
gr21;7;3947;7281;3783;5598;2707;;;;;;;;
gr21;8;4157;5659;3680;5641;2707;;;;;;;;
gr21;9;4099;6571;3800;6408;2707;;;;;;;;
gr21;10;4449;6989;3854;5838;2707;;;;;;;;
gr21;11;3847;7133;3757;6298;2707;;;;;;;;
gr21;12;3873;6632;3682;5122;2707;;;;;;;;
gr21;13;4364;7580;3800;5920;2707;;;;;;;;
gr21;14;4209;7201;3859;6688;2707;;;;;;;;
gr21;15;3988;7125;3752;5873;2707;;;;;;;;
gr21;16;4448;5900;3802;5007;2707;;;;;;;;
gr21;17;3877;7266;3759;4887;2707;;;;;;;;
gr21;18;3804;6397;3759;5448;2707;;;;;;;;
gr21;19;4248;6916;3843;3701;2707;;;;;;;;
gr21;20;4253;6941;3756;4281;2707;;;;;;;;
gr24;0;2033;3644;1653;3057;1272;;;;;;;;
gr24;1;2083;2886;1563;2665;1272;;;;;;;;
gr24;2;2101;2857;1646;3084;1272;;;;;;;;
gr24;3;1921;2634;1649;3121;1272;;;;;;;;
gr24;4;1833;3503;1718;3564;1272;;;;;;;;
gr24;5;1780;2954;1646;3221;1272;;;;;;;;
gr24;6;1977;2916;1624;3224;1272;;;;;;;;
gr24;7;2016;3302;1747;3314;1272;;;;;;;;
gr24;8;2153;3020;1754;2626;1272;;;;;;;;
gr24;9;2022;3283;1768;3419;1272;;;;;;;;
gr24;10;2199;2823;1646;3084;1272;;;;;;;;
gr24;11;1978;2502;1649;3114;1272;;;;;;;;
gr24;12;1948;3344;1754;2652;1272;;;;;;;;
gr24;13;2067;3449;1741;3506;1272;;;;;;;;
gr24;14;2123;2880;1563;2691;1272;;;;;;;;
gr24;15;1904;2505;1653;3137;1272;;;;;;;;
gr24;16;2265;3126;1768;3082;1272;;;;;;;;
gr24;17;1970;3135;1740;2957;1272;;;;;;;;
gr24;18;2259;3494;1714;2938;1272;;;;;;;;
gr24;19;2167;3556;1638;2637;1272;;;;;;;;
gr24;20;2038;2450;1718;3193;1272;;;;;;;;
gr24;21;2125;3226;1768;2957;1272;;;;;;;;
gr24;22;2051;3213;1871;3061;1272;;;;;;;;
gr24;23;1965;2645;1580;3159;1272;;;;;;;;
gr48;0;9276;15113;6797;18856;5046;;;;;;;;
gr48;1;8817;15438;6799;15182;5046;;;;;;;;
gr48;2;8404;17579;6889;18340;5046;;;;;;;;
gr48;3;7616;15718;6888;14932;5046;;;;;;;;
gr48;4;6945;15829;6799;13741;5046;;;;;;;;
gr48;5;8323;13211;6764;12589;5046;;;;;;;;
gr48;6;7808;15857;6792;18346;5046;;;;;;;;
gr48;7;8475;17484;6757;13505;5046;;;;;;;;
gr48;8;8233;14102;6888;14191;5046;;;;;;;;
gr48;9;8492;14406;6712;14865;5046;;;;;;;;
gr48;10;8515;15340;6823;17060;5046;;;;;;;;
gr48;11;8530;15933;6762;14644;5046;;;;;;;;
gr48;12;8226;16640;6536;13531;5046;;;;;;;;
gr48;13;8154;15460;6895;17260;5046;;;;;;;;
gr48;14;8524;16033;6542;14613;5046;;;;;;;;
gr48;15;8869;15502;6859;19001;5046;;;;;;;;
gr48;16;7743;15816;6848;17477;5046;;;;;;;;
gr48;17;8323;16382;6859;13675;5046;;;;;;;;
gr48;18;8876;15976;6889;14172;5046;;;;;;;;
gr48;19;8098;14508;6830;14926;5046;;;;;;;;
gr48;20;9314;17997;6808;12151;5046;;;;;;;;
gr48;21;8711;14933;6800;15882;5046;;;;;;;;
gr48;22;8569;14688;6698;17648;5046;;;;;;;;
gr48;23;8657;16065;6835;12189;5046;;;;;;;;
gr48;24;8628;14106;6882;16386;5046;;;;;;;;
gr48;25;8243;15021;6698;13780;5046;;;;;;;;
gr48;26;8692;15291;6767;14013;5046;;;;;;;;
gr48;27;9046;15892;6895;17766;5046;;;;;;;;
gr48;28;8624;16133;6800;18266;5046;;;;;;;;
gr48;29;8793;15742;6764;15905;5046;;;;;;;;
gr48;30;7898;15778;6886;13154;5046;;;;;;;;
gr48;31;9112;14334;6943;17143;5046;;;;;;;;
gr48;32;8052;14295;6799;18859;5046;;;;;;;;
gr48;33;8017;13392;6796;14644;5046;;;;;;;;
gr48;34;7669;15766;6890;16396;5046;;;;;;;;
gr48;35;8322;17592;6712;15235;5046;;;;;;;;
gr48;36;8862;15554;6589;13859;5046;;;;;;;;
gr48;37;8476;14842;6542;13692;5046;;;;;;;;
gr48;38;8407;13548;6890;18385;5046;;;;;;;;
gr48;39;8857;15457;6757;13842;5046;;;;;;;;
gr48;40;8418;14667;6937;14987;5046;;;;;;;;
gr48;41;8419;15254;6808;17038;5046;;;;;;;;
gr48;42;9246;17203;6767;18255;5046;;;;;;;;
gr48;43;8027;14048;6886;14678;5046;;;;;;;;
gr48;44;8637;12541;6882;18132;5046;;;;;;;;
gr48;45;9125;17886;6762;14498;5046;;;;;;;;
gr48;46;8220;16595;6874;13252;5046;;;;;;;;
gr48;47;8412;16004;6864;13544;5046;;;;;;;;
hk48;6;19200;37442;14503;39993;11461;;;;;;;;
hk48;39;17457;35007;14560;37588;11461;;;;;;;;
hk48;8;17677;35986;14560;34667;11461;;;;;;;;
hk48;33;17547;41874;14567;40693;11461;;;;;;;;
hk48;36;16757;28411;14599;34527;11461;;;;;;;;
hk48;29;17025;29464;14599;29627;11461;;;;;;;;
hk48;1;17961;42803;14611;33420;11461;;;;;;;;
hk48;43;18359;41667;14623;42545;11461;;;;;;;;
hk48;37;17514;44228;14635;39742;11461;;;;;;;;
hk48;42;15878;37469;14723;35974;11461;;;;;;;;
hk48;26;17394;41245;14723;27384;11461;;;;;;;;
hk48;40;15748;37527;14762;33576;11461;;;;;;;;
hk48;19;16763;36080;14762;40608;11461;;;;;;;;
hk48;45;16722;41360;14806;37040;11461;;;;;;;;
hk48;44;17045;39079;14806;27268;11461;;;;;;;;
hk48;4;17224;35023;14808;35771;11461;;;;;;;;
hk48;22;17108;46539;14816;36796;11461;;;;;;;;
hk48;18;17224;41363;14860;28342;11461;;;;;;;;
hk48;27;16692;37496;14919;33715;11461;;;;;;;;
hk48;7;17453;36616;14924;37261;11461;;;;;;;;
hk48;20;18891;29993;14924;33995;11461;;;;;;;;
hk48;34;16961;36690;14930;32569;11461;;;;;;;;
hk48;35;17535;35346;14930;41517;11461;;;;;;;;
hk48;21;17275;46214;14939;36384;11461;;;;;;;;
hk48;3;17275;35303;14955;41275;11461;;;;;;;;
hk48;16;17471;35828;14970;36905;11461;;;;;;;;
hk48;46;17160;36091;15048;43439;11461;;;;;;;;
hk48;23;17434;28999;15048;29271;11461;;;;;;;;
hk48;41;17558;42137;15050;33410;11461;;;;;;;;
hk48;12;17943;31291;15072;32751;11461;;;;;;;;
hk48;25;16074;30630;15073;33409;11461;;;;;;;;
hk48;15;16851;41230;15073;27762;11461;;;;;;;;
hk48;0;16565;40458;15088;34162;11461;;;;;;;;
hk48;5;18257;37340;15088;35612;11461;;;;;;;;
hk48;17;18792;38671;15124;31049;11461;;;;;;;;
hk48;11;17274;41645;15132;37798;11461;;;;;;;;
hk48;9;17441;29168;15132;35524;11461;;;;;;;;
hk48;32;17942;42886;15139;36767;11461;;;;;;;;
hk48;24;18055;32285;15139;33326;11461;;;;;;;;
hk48;30;16111;34653;15229;37882;11461;;;;;;;;
hk48;28;17003;40493;15239;32623;11461;;;;;;;;
hk48;13;17765;39123;15249;32698;11461;;;;;;;;
hk48;2;18296;39624;15249;34745;11461;;;;;;;;
hk48;10;17836;35116;15690;37581;11461;;;;;;;;
hk48;38;18113;30514;15712;30353;11461;;;;;;;;
hk48;31;20118;34453;15712;32176;11461;;;;;;;;
hk48;14;17271;37303;15821;37412;11461;;;;;;;;
hk48;47;18007;36621;15840;29870;11461;;;;;;;;
swiss42;2;1802;3952;1723;4031;1273;;;;;;;;
swiss42;33;1841;3649;1724;2894;1273;;;;;;;;
swiss42;40;1854;5216;1738;3871;1273;;;;;;;;
swiss42;18;1862;3818;1712;3986;1273;;;;;;;;
swiss42;3;1865;3927;1690;3639;1273;;;;;;;;
swiss42;36;1879;3830;1704;3536;1273;;;;;;;;
swiss42;28;1898;4272;1749;3212;1273;;;;;;;;
swiss42;29;1900;3956;1587;4007;1273;;;;;;;;
swiss42;9;1916;3926;1667;4341;1273;;;;;;;;
swiss42;19;1928;3665;1712;3037;1273;;;;;;;;
swiss42;21;1947;3822;1706;4184;1273;;;;;;;;
swiss42;39;1957;3929;1728;4143;1273;;;;;;;;
swiss42;31;1958;4473;1612;3974;1273;;;;;;;;
swiss42;22;1962;4184;1610;4029;1273;;;;;;;;
swiss42;30;1967;4066;1603;2924;1273;;;;;;;;
swiss42;34;1974;4427;1687;2852;1273;;;;;;;;
swiss42;17;1976;3241;1749;3493;1273;;;;;;;;
swiss42;26;2014;4447;1735;3828;1273;;;;;;;;
swiss42;1;2016;4133;1690;4183;1273;;;;;;;;
swiss42;20;2024;3650;1699;4173;1273;;;;;;;;
swiss42;0;2027;3833;1682;4377;1273;;;;;;;;
swiss42;12;2029;4316;1699;4162;1273;;;;;;;;
swiss42;5;2033;4153;1611;4325;1273;;;;;;;;
swiss42;24;2034;4450;1738;3816;1273;;;;;;;;
swiss42;6;2038;4123;1636;4131;1273;;;;;;;;
swiss42;23;2038;3630;1735;3944;1273;;;;;;;;
swiss42;37;2043;3982;1728;2837;1273;;;;;;;;
swiss42;16;2052;3980;1667;3572;1273;;;;;;;;
swiss42;7;2056;4397;1610;4336;1273;;;;;;;;
swiss42;15;2058;4483;1667;4344;1273;;;;;;;;
swiss42;13;2060;4137;1683;4296;1273;;;;;;;;
swiss42;38;2061;3019;1724;2940;1273;;;;;;;;
swiss42;35;2071;3019;1721;3511;1273;;;;;;;;
swiss42;32;2076;4387;1687;4067;1273;;;;;;;;
swiss42;11;2078;4038;1725;2827;1273;;;;;;;;
swiss42;27;2090;4088;1671;2862;1273;;;;;;;;
swiss42;10;2098;3858;1612;4199;1273;;;;;;;;
swiss42;25;2139;4507;1723;3774;1273;;;;;;;;
swiss42;14;2162;3158;1647;4026;1273;;;;;;;;
swiss42;41;2163;3575;1602;3076;1273;;;;;;;;
swiss42;4;2230;4401;1636;4040;1273;;;;;;;;
swiss42;8;2296;4125;1617;4235;1273;;;;;;;;
pa561.tsp;0;4534;13472;3961;16242;2763;;;;;;;;
pa561.tsp;1;4561;13899;3966;16325;2763;;;;;;;;
